Date,Open,High,Low,Close,Adj Close,Volume
2018-10-12,220.419998,222.880005,216.839996,222.110001,220.392502,40337900
2018-10-15,221.160004,221.830002,217.270004,217.360001,215.679230,30791000
2018-10-16,218.929993,222.990005,216.759995,222.149994,220.432175,29184000
2018-10-17,222.300003,222.639999,219.339996,221.190002,219.479614,22885400
2018-10-18,217.860001,219.740005,213.000000,216.020004,214.349579,32581300
2018-10-19,218.059998,221.259995,217.429993,219.309998,217.614151,33078700
2018-10-22,219.789993,223.360001,218.940002,220.649994,218.943771,28792100
2018-10-23,215.830002,223.250000,214.699997,222.729996,221.007690,38767800
2018-10-24,222.600006,224.229996,214.539993,215.089996,213.426773,40925500
2018-10-25,217.710007,221.380005,216.750000,219.800003,218.100357,29855800
2018-10-26,215.899994,220.190002,212.669998,216.300003,214.627411,47258400
2018-10-29,219.190002,219.690002,206.089996,212.240005,210.598831,45935500
2018-10-30,211.149994,215.179993,209.270004,213.300003,211.650620,36660000
2018-10-31,216.880005,220.449997,216.619995,218.860001,217.167618,38358900
2018-11-01,219.050003,222.360001,216.809998,222.220001,220.501633,58323200
2018-11-02,209.550003,213.649994,205.429993,207.479996,205.875610,91328700
2018-11-05,204.300003,204.389999,198.169998,201.589996,200.031158,66163700
2018-11-06,201.919998,204.720001,201.690002,203.770004,202.194321,31882900
2018-11-07,205.970001,210.059998,204.130005,209.949997,208.326508,33424400
2018-11-08,209.979996,210.119995,206.750000,208.490005,207.599655,25362600
2018-11-09,205.550003,206.009995,202.250000,204.470001,203.596817,34365800
2018-11-12,199.000000,199.850006,193.789993,194.169998,193.340790,51135500
2018-11-13,191.630005,197.179993,191.449997,192.229996,191.409073,46882900
2018-11-14,193.899994,194.479996,185.929993,186.800003,186.002274,60801000
2018-11-15,188.389999,191.970001,186.899994,191.410004,190.592590,46478800
2018-11-16,190.500000,194.970001,189.460007,193.529999,192.703537,36928300
2018-11-19,190.000000,190.699997,184.990005,185.860001,185.066284,41925300
2018-11-20,178.369995,181.470001,175.509995,176.979996,176.224197,67825200
2018-11-21,179.729996,180.270004,176.550003,176.779999,176.025055,31124200
2018-11-23,174.940002,176.600006,172.100006,172.289993,171.554230,23624000
2018-11-26,174.240005,174.949997,170.259995,174.619995,173.874283,44998500
2018-11-27,171.509995,174.770004,170.880005,174.240005,173.495911,41387400
2018-11-28,176.729996,181.289993,174.929993,180.940002,180.167297,46062500
2018-11-29,182.660004,182.800003,177.699997,179.550003,178.783234,41770000
2018-11-30,180.289993,180.330002,177.029999,178.580002,177.817383,39531500
2018-12-03,184.460007,184.940002,181.210007,184.820007,184.030731,40802500
2018-12-04,180.949997,182.389999,176.270004,176.690002,175.935455,41344300
2018-12-06,171.759995,174.779999,170.419998,174.720001,173.973862,43098400
2018-12-07,173.490005,174.490005,168.300003,168.490005,167.770477,42281600
2018-12-10,165.000000,170.089996,163.330002,169.600006,168.875732,62026000
2018-12-11,171.660004,171.789993,167.000000,168.630005,167.909866,47281700
2018-12-12,170.399994,171.919998,169.020004,169.100006,168.377869,35627700
2018-12-13,170.490005,172.570007,169.550003,170.949997,170.219955,31898600
2018-12-14,169.000000,169.080002,165.279999,165.479996,164.773315,40703700
2018-12-17,165.449997,168.350006,162.729996,163.940002,163.239899,44287900
2018-12-18,165.380005,167.529999,164.389999,166.070007,165.360809,33841500
2018-12-19,166.000000,167.449997,159.089996,160.889999,160.202927,49047300
2018-12-20,160.399994,162.110001,155.300003,156.830002,156.160263,64773000
2018-12-21,156.860001,158.160004,149.630005,150.729996,150.086304,95744600
2018-12-24,148.149994,151.550003,146.589996,146.830002,146.202972,37169200
2018-12-26,148.300003,157.229996,146.720001,157.169998,156.498810,58582500
2018-12-27,155.839996,156.770004,150.070007,156.149994,155.483154,53117100
2018-12-28,157.500000,158.520004,154.550003,156.229996,155.562820,42291400
2018-12-31,158.529999,159.360001,156.479996,157.740005,157.066376,35003500
2019-01-02,154.889999,158.850006,154.229996,157.919998,157.245605,37039700
2019-01-03,143.979996,145.720001,142.000000,142.190002,141.582779,91244100
2019-01-04,144.529999,148.550003,143.800003,148.259995,147.626846,58607100
2019-01-07,148.699997,148.830002,145.899994,147.929993,147.298264,54777800
